ACE2004	EL-0	Gaza	20001115_AFP_ARB.0030.eng:2-5	http://en.wikipedia.org/wiki/Gaza	PER	NAM	1.0
ACE2004	EL-1	AFP	20001115_AFP_ARB.0030.eng:14-16	http://en.wikipedia.org/wiki/Agence_France-Presse	PER	NAM	1.0
ACE2004	EL-2	Egypt	20001115_AFP_ARB.0030.eng:490-494	http://en.wikipedia.org/wiki/Egypt	PER	NAM	1.0
ACE2004	EL-3	Nitsarim	20001115_AFP_ARB.0030.eng:1026-1033	http://en.wikipedia.org/wiki/Netzarim_(settlement)	PER	NAM	1.0
ACE2004	EL-4	WASHINGTON	NYT20001109.1946.0315:88-97	http://en.wikipedia.org/wiki/Washington,_D.C."	PER	NAM	1.0
ACE2004	EL-5	Ralph Nader	NYT20001109.1946.0315:101-111	http://en.wikipedia.org/wiki/Ralph_Nader	PER	NAM	1.0
ACE2004	EL-6	America	NYT20001109.1946.0315:469-475	http://en.wikipedia.org/wiki/United_States	PER	NAM	1.0
ACE2004	EL-7	Noni	NYT20001109.1946.0315:815-818	NIL	PER	NAM	1.0
ACE2004	EL-8	White House	NYT20001109.1946.0315:1081-1091	http://en.wikipedia.org/wiki/White_House	PER	NAM	1.0
ACE2004	EL-9	Florida	NYT20001109.1946.0315:1390-1396	http://en.wikipedia.org/wiki/Florida	PER	NAM	1.0
ACE2004	EL-10	John Ruth	NYT20001109.1946.0315:1636-1644	NIL	PER	NAM	1.0
ACE2004	EL-11	Oregon	NYT20001109.1946.0315:2068-2073	http://en.wikipedia.org/wiki/Oregon	PER	NAM	1.0
ACE2004	EL-12	Julie Quastler	NYT20001109.1946.0315:2243-2256	NIL	PER	NAM	1.0
ACE2004	EL-13	Portland	NYT20001109.1946.0315:2286-2293	http://en.wikipedia.org/wiki/Portland	PER	NAM	1.0
ACE2004	EL-14	Dorothy Byrne	NYT20001109.1946.0315:3463-3475	NIL	PER	NAM	1.0
ACE2004	EL-15	Green Party	NYT20001109.1946.0315:3514-3524	http://en.wikipedia.org/wiki/Green_Party_of_Florida	PER	NAM	1.0
ACE2004	EL-16	Barbara Lange	NYT20001109.1946.0315:3931-3943	NIL	PER	NAM	1.0
ACE2004	EL-17	Sierra Club	NYT20001109.1946.0315:4003-4013	http://en.wikipedia.org/wiki/Sierra_Club	PER	NAM	1.0
ACE2004	EL-18	Patricia Newell	NYT20001109.1946.0315:4242-4256	NIL	PER	NAM	1.0
ACE2004	EL-19	University of Florida	NYT20001109.1946.0315:4289-4309	http://en.wikipedia.org/wiki/University_of_Florida	PER	NAM	1.0
ACE2004	EL-20	Gainesville	NYT20001109.1946.0315:4314-4324	http://en.wikipedia.org/wiki/Gainesville,_Florida"	PER	NAM	1.0
ACE2004	EL-21	Washington	VOA20001129.2000.0364:59-68	http://en.wikipedia.org/wiki/Washington,_D.C."	PER	NAM	1.0
ACE2004	EL-22	Supreme Court	VOA20001129.2000.0364:171-183	http://en.wikipedia.org/wiki/Supreme_Court_of_the_United_States	PER	NAM	1.0
ACE2004	EL-23	Joe O'Grossman	VOA20001129.2000.0364:345-358	http://en.wikipedia.org/wiki/Joel_Grossman	PER	NAM	1.0
ACE2004	EL-24	Baltimore	VOA20001129.2000.0364:400-408	http://en.wikipedia.org/wiki/Baltimore	PER	NAM	1.0
ACE2004	EL-25	Johns Hopkins University	VOA20001129.2000.0364:412-435	http://en.wikipedia.org/wiki/Johns_Hopkins_University	PER	NAM	1.0
ACE2004	EL-26	Lawrence Tribe	VOA20001129.2000.0364:770-783	http://en.wikipedia.org/wiki/Laurence_Tribe	PER	NAM	1.0
ACE2004	EL-27	Gore	VOA20001129.2000.0364:838-841	http://en.wikipedia.org/wiki/Al_Gore	PER	NAM	1.0
ACE2004	EL-28	legislature	VOA20001129.2000.0364:2981-2991	http://en.wikipedia.org/wiki/Florida_Legislature	PER	NAM	1.0
ACE2004	EL-29	Congress	VOA20001129.2000.0364:3237-3244	http://en.wikipedia.org/wiki/United_States_Congress	PER	NAM	1.0
ACE2004	EL-30	Bandar Seri Begawan	20001115_AFP_ARB.0060.eng:2-20	http://en.wikipedia.org/wiki/Bandar_Seri_Begawan	PER	NAM	1.0
ACE2004	EL-31	AFP	20001115_AFP_ARB.0060.eng:29-31	http://en.wikipedia.org/wiki/Agence_France-Presse	PER	NAM	1.0
ACE2004	EL-32	Sultanate of Brunei	20001115_AFP_ARB.0060.eng:751-769	http://en.wikipedia.org/wiki/Brunei	PER	NAM	1.0
ACE2004	EL-33	Iran	20001115_AFP_ARB.0060.eng:2438-2441	http://en.wikipedia.org/wiki/Iran	PER	NAM	1.0
ACE2004	EL-34	London	20001015_AFP_ARB.0229.eng:2-7	http://en.wikipedia.org/wiki/London	PER	NAM	1.0
ACE2004	EL-35	AFP	20001015_AFP_ARB.0229.eng:16-18	http://en.wikipedia.org/wiki/Agence_France-Presse	PER	NAM	1.0
ACE2004	EL-36	Baghdad	20001015_AFP_ARB.0229.eng:123-129	http://en.wikipedia.org/wiki/Baghdad	PER	NAM	1.0
ACE2004	EL-37	Riyadh	20001015_AFP_ARB.0229.eng:164-169	http://en.wikipedia.org/wiki/Riyadh	PER	NAM	1.0
ACE2004	EL-38	Riyadh International Airport	20001015_AFP_ARB.0229.eng:370-397	http://en.wikipedia.org/wiki/King_Khalid_International_Airport	PER	NAM	1.0
ACE2004	EL-39	Jerusalem	20000715_AFP_ARB.0072.eng:2-10	http://en.wikipedia.org/wiki/Jerusalem	PER	NAM	1.0
ACE2004	EL-40	AFP	20000715_AFP_ARB.0072.eng:18-20	http://en.wikipedia.org/wiki/Agence_France-Presse	PER	NAM	1.0
ACE2004	EL-41	Iran	20000715_AFP_ARB.0072.eng:106-109	http://en.wikipedia.org/wiki/Iran	PER	NAM	1.0
ACE2004	EL-42	Moscow	20000715_AFP_ARB.0072.eng:877-882	http://en.wikipedia.org/wiki/Moscow	PER	NAM	1.0
ACE2004	EL-43	Ministry of Defense	20000715_AFP_ARB.0072.eng:2212-2230	http://en.wikipedia.org/wiki/Ministry_of_Defense_and_Armed_Forces_Logistics_(Iran)	PER	NAM	1.0
ACE2004	EL-44	Tehran Radio	20000715_AFP_ARB.0072.eng:2237-2248	NIL	PER	NAM	1.0
ACE2004	EL-45	Baghdad	20001115_AFP_ARB.0072.eng:2-8	http://en.wikipedia.org/wiki/Baghdad	PER	NAM	1.0
ACE2004	EL-46	AFP	20001115_AFP_ARB.0072.eng:17-19	http://en.wikipedia.org/wiki/Agence_France-Presse	PER	NAM	1.0
ACE2004	EL-47	Iraq	20001115_AFP_ARB.0072.eng:128-131	http://en.wikipedia.org/wiki/Iraq	PER	NAM	1.0
ACE2004	EL-48	Stewart Talbot	20001115_AFP_ARB.0212.eng:28-41	NIL	PER	NAM	1.0
ACE2004	EL-49	America	20001115_AFP_ARB.0212.eng:44-50	http://en.wikipedia.org/wiki/United_States	PER	NAM	1.0
ACE2004	EL-50	State	20001115_AFP_ARB.0212.eng:77-81	NIL	PER	NAM	1.0
ACE2004	EL-51	Madeleine Albright	20001115_AFP_ARB.0212.eng:136-153	http://en.wikipedia.org/wiki/Madeleine_Albright	PER	NAM	1.0
ACE2004	EL-52	Yale University	20001115_AFP_ARB.0212.eng:236-250	http://en.wikipedia.org/wiki/Yale_University	PER	NAM	1.0
ACE2004	EL-53	northeast	20001115_AFP_ARB.0212.eng:281-289	NIL	PER	NAM	1.0
ACE2004	EL-54	Richard Levin	20001115_AFP_ARB.0212.eng:295-307	http://en.wikipedia.org/wiki/Rick_Levin	PER	NAM	1.0
ACE2004	EL-55	Globalization Studies Center	20001115_AFP_ARB.0212.eng:384-411	http://en.wikipedia.org/wiki/Yale_Center_for_the_Study_of_Globalization	PER	NAM	1.0
ACE2004	EL-56	Middle East	20001115_AFP_ARB.0212.eng:670-680	http://en.wikipedia.org/wiki/Middle_East	PER	NAM	1.0
ACE2004	EL-57	Time magazine	20001115_AFP_ARB.0212.eng:902-914	http://en.wikipedia.org/wiki/Time_(magazine)	PER	NAM	1.0
ACE2004	EL-58	Beirut	20000815_AFP_ARB.0071.eng:2-7	http://en.wikipedia.org/wiki/Beirut	PER	NAM	1.0
ACE2004	EL-59	AFP	20000815_AFP_ARB.0071.eng:15-17	http://en.wikipedia.org/wiki/Agence_France-Presse	PER	NAM	1.0
ACE2004	EL-60	Lebanon	20000815_AFP_ARB.0071.eng:23-29	http://en.wikipedia.org/wiki/Lebanon	PER	NAM	1.0
ACE2004	EL-61	Israel	20000815_AFP_ARB.0071.eng:140-145	http://en.wikipedia.org/wiki/Israel	PER	NAM	1.0
ACE2004	EL-62	Abbad sector	20000815_AFP_ARB.0071.eng:719-730	NIL	PER	NAM	1.0
